GSM1275862,GSM1275863,GSM1275866,GSM1275867
ENSG00000153283,2,16,10,2
ENSG00000163558,1776,1584,2554,1342
ENSG00000187094,14,63,45,22
ENSG00000169714,5915,5769,6370,4992
ENSG00000240891,39,30,24,19
ENSG00000113845,1079,1099,1089,747
ENSG00000182899,5411,4682,5502,2693
ENSG00000170854,784,476,783,269
ENSG00000169087,186,212,214,166
ENSG00000154764,0,0,0,0
ENSG00000174500,6,0,4,4
ENSG00000206262,6,2,0,0
ENSG00000168137,4204,3318,4817,2457
ENSG00000172139,0,0,1,0
ENSG00000168291,872,913,1178,770
ENSG00000160808,41,31,65,32
ENSG00000114654,1,0,1,0
ENSG00000163412,560,524,620,424
ENSG00000172020,13,3,24,5
ENSG00000186432,2615,2380,2825,2199
ENSG00000163870,877,937,1008,731
ENSG00000172888,2265,1587,2409,1333
ENSG00000181061,1306,3529,1658,2337
ENSG00000113812,960,788,988,491
ENSG00000163933,402,374,453,254
ENSG00000152642,351,565,423,451
ENSG00000163884,153,2723,110,1407
ENSG00000172061,996,97,123,8
ENSG00000113946,0,0,2,0
ENSG00000075914,507,509,666,443
ENSG00000057019,2567,2037,2824,1511
ENSG00000090097,1622,1392,1820,758
ENSG00000163810,0,0,0,2
ENSG00000114054,531,330,710,347
ENSG00000113971,334,315,674,401
ENSG00000187288,12,60,7,47
ENSG00000113851,429,384,550,326
ENSG00000144649,430,808,319,232
ENSG00000232112,329,391,348,340
ENSG00000177873,200,164,254,137
ENSG00000114126,2811,2069,3180,1699
ENSG00000174839,422,471,380,542
ENSG00000160145,134,29,70,15
ENSG00000154310,1557,478,1890,533
ENSG00000186090,0,0,0,0
ENSG00000176597,238,441,111,128
ENSG00000041802,740,807,962,597
ENSG00000008324,183,270,137,171
ENSG00000114650,2176,2502,2486,1706
ENSG00000113790,232,231,382,245
ENSG00000036828,0,0,0,0
ENSG00000134121,190,536,111,201
ENSG00000164082,2,4,0,1
ENSG00000121871,0,0,0,0
ENSG00000121542,395,296,485,293
ENSG00000175792,820,816,948,576
ENSG00000144744,1270,1351,1431,1082
ENSG00000144834,2,0,0,0
ENSG00000144847,4,0,0,0
ENSG00000114405,193,210,142,115
ENSG00000180914,119,261,1352,2814
ENSG00000172340,1861,1685,2097,1289
ENSG00000004534,1768,1489,2710,1368
ENSG00000169760,103,89,104,48
ENSG00000163618,38,34,0,1
ENSG00000178053,258,117,297,121
ENSG00000163584,442,542,406,308
ENSG00000145103,0,0,0,0
ENSG00000114209,570,689,695,559
ENSG00000163960,3042,2354,3296,2191
ENSG00000188817,0,0,2,0
ENSG00000163520,34005,25311,42402,19872
ENSG00000114030,1281,1265,1408,973
ENSG00000090539,256,274,560,255
ENSG00000114779,1748,1777,1744,1092
ENSG00000172046,2150,1998,2330,1205
ENSG00000156990,432,399,512,324
ENSG00000163607,440,370,544,228
ENSG00000183624,556,583,608,440
ENSG00000163701,61,40,52,40
ENSG00000132153,1677,1695,1778,1077
ENSG00000114423,953,1155,929,801
ENSG00000118007,1947,1579,1877,1126
ENSG00000164077,361,374,360,230
ENSG00000138459,1452,1466,1778,1298
ENSG00000183625,5,1,14,0
ENSG00000144736,579,440,825,380
ENSG00000010256,2095,2327,2093,1755
ENSG00000243477,221,225,276,109
ENSG00000180767,0,0,0,0
ENSG00000175455,2995,2138,4960,2081
ENSG00000080819,853,825,753,451
ENSG00000071282,3716,7882,6044,9281
ENSG00000145194,0,0,0,0
ENSG00000075651,1318,927,1817,701
ENSG00000114850,4533,4700,5293,4241
ENSG00000011376,866,807,680,457
ENSG00000061938,1101,868,838,402
ENSG00000068001,908,672,1076,499
ENSG00000243989,19,13,20,13
ENSG00000169313,8,2,13,2
ENSG00000197980,9,17,25,9
ENSG00000131386,12395,28294,17468,30634
ENSG00000091317,1831,2381,2363,2147
ENSG00000163898,0,0,10,7
ENSG00000093217,229,136,247,75
ENSG00000153560,1976,2028,2035,1491
ENSG00000168356,5,2,20,10
ENSG00000071794,905,589,946,468
ENSG00000163746,3,2,0,2
ENSG00000065371,2,0,0,0
ENSG00000254999,3848,3554,4333,2901
ENSG00000198585,1845,2896,2363,2053
ENSG00000163812,3114,3869,4459,3475
ENSG00000163660,2171,2474,2648,2195
ENSG00000184220,193,195,189,139
ENSG00000138495,237,189,257,142
ENSG00000136518,392,347,391,243
ENSG00000077097,5165,4411,5369,3155
ENSG00000154781,747,664,869,444
ENSG00000174564,86,54,135,51
ENSG00000163914,0,0,0,0
ENSG00000168032,123,139,52,37
ENSG00000171121,47,38,44,31
ENSG00000187492,8,8,23,14
ENSG00000081154,4742,3796,4987,3207
ENSG00000169903,1,0,2,0
ENSG00000138231,474,452,512,283
ENSG00000114315,2,0,2,0
ENSG00000196353,3,0,2,2
ENSG00000114346,538,547,639,418
ENSG00000196220,203,96,349,137
ENSG00000158186,1920,1718,2505,1459
ENSG00000113889,0,0,0,0
ENSG00000181322,19,23,11,13
ENSG00000284753,16,21,8,12
ENSG00000151576,317,357,351,249
ENSG00000034533,271,186,284,103
ENSG00000233276,1646,1648,1319,834
ENSG00000175161,4,0,3,9
ENSG00000125046,2,0,2,0
ENSG00000158220,7,5,6,3
ENSG00000240303,119,92,166,45
ENSG00000157500,1914,1707,1860,1334
ENSG00000179097,0,0,0,0
ENSG00000168016,2865,2587,3266,1538
ENSG00000163704,366,237,415,256
ENSG00000163528,190,141,264,108
ENSG00000229972,0,0,0,0
ENSG00000114656,2,2,0,0
ENSG00000114812,0,0,0,0
ENSG00000144724,2903,6090,3808,3845
ENSG00000231213,0,0,0,0
ENSG00000163719,647,725,834,684
ENSG00000036054,1901,1768,1772,1309
ENSG00000163517,496,400,538,365
ENSG00000153266,0,0,0,0
ENSG00000151577,0,0,0,0
ENSG00000213533,57,61,85,30
ENSG00000078081,65,45,27,2
ENSG00000120756,10,3,21,5
ENSG00000154822,575,503,645,345
ENSG00000157152,10,174,21,30
ENSG00000144668,43,32,45,28
ENSG00000163491,417,69,535,93
ENSG00000114354,3594,3137,4351,2555
ENSG00000188167,110,88,99,110
ENSG00000031081,659,319,789,273
ENSG00000058866,2,0,6,0
ENSG00000164076,0,0,0,0
ENSG00000144821,15,5,15,5
ENSG00000173578,4,0,10,0
ENSG00000177646,835,747,958,439
ENSG00000168306,785,605,941,413
ENSG00000070087,5012,3480,6006,2991
ENSG00000173389,0,0,0,0
ENSG00000197385,10,14,17,6
ENSG00000178750,6,8,4,0
ENSG00000113916,2312,3272,2831,2842
ENSG00000073792,2571,3874,2586,2725
ENSG00000188313,1933,1687,1811,1288
ENSG00000185565,4993,5044,7964,4789
ENSG00000163673,0,0,0,2
ENSG00000163755,1106,755,1259,520
ENSG00000206535,84,63,126,67
ENSG00000151092,632,535,679,381
ENSG00000113924,4,6,2,0
ENSG00000178694,320,256,383,199
ENSG00000129071,843,806,1024,587
ENSG00000144959,290,370,687,457
ENSG00000008952,8115,7981,9582,6556
ENSG00000163833,0,0,0,0
ENSG00000196653,178,170,206,106
ENSG00000171109,1202,1288,1429,1029
ENSG00000169282,33,27,38,10
ENSG00000156983,824,616,708,387
ENSG00000163617,268,187,322,201
ENSG00000163632,2,4,5,3
ENSG00000157388,8,9,17,6
ENSG00000241224,0,0,0,0
ENSG00000151789,165,105,703,144
ENSG00000241553,1968,2273,1856,1650
ENSG00000114388,408,326,432,214
ENSG00000114796,2530,1965,2217,2108
ENSG00000172053,3947,3666,4098,2255
ENSG00000163608,1120,977,1414,856
ENSG00000082684,0,0,1,2
ENSG00000131373,254,273,316,200
ENSG00000144711,2522,1811,3484,1508
ENSG00000188001,10,12,24,27
ENSG00000181804,1377,1878,1418,1342
ENSG00000051341,39,21,43,26
ENSG00000163840,2672,1873,2672,1640
ENSG00000169359,577,620,555,442
ENSG00000075785,12394,11506,17495,10345
ENSG00000132164,0,0,0,0
ENSG00000168301,233,256,292,213
ENSG00000179348,471,400,342,166
ENSG00000198829,0,0,8,2
ENSG00000114473,270,285,389,209
ENSG00000158163,224,255,324,128
ENSG00000188846,6720,6508,7645,3941
ENSG00000184307,56,135,86,255
ENSG00000170017,6006,5805,6870,8719
ENSG00000196428,1437,1174,1938,754
ENSG00000131379,3,3,10,0
ENSG00000070950,285,239,342,272
ENSG00000158234,131,170,265,215
ENSG00000132182,0,2,3,5
ENSG00000121853,0,0,0,0
ENSG00000126062,1827,2123,2379,1576
ENSG00000174953,1630,1461,1802,1258
ENSG00000144791,691,568,682,395
ENSG00000114480,5794,6300,2623,2290
ENSG00000144962,0,0,0,0
ENSG00000183813,1,0,0,0
ENSG00000205835,0,4,10,2
ENSG00000214686,0,0,0,0
ENSG00000197763,493,393,584,265
ENSG00000114127,2374,1957,2832,1859
ENSG00000053524,7,20,1,0
ENSG00000163728,1932,1811,2103,1191
ENSG00000163808,32,36,52,25
ENSG00000163888,9,10,11,2
ENSG00000152601,6828,11493,8903,10207
ENSG00000163577,648,659,734,842
ENSG00000185614,101,102,86,50
ENSG00000173702,1,2,0,0
ENSG00000114353,11117,9729,13299,7022
ENSG00000091972,33,42,282,95
ENSG00000189058,603,1254,471,697
ENSG00000156959,4,6,6,5
ENSG00000144891,208,424,116,220
ENSG00000154743,213,309,246,205
ENSG00000189283,44,26,58,25
ENSG00000131368,433,378,542,342
ENSG00000176142,1553,1379,1592,1038
ENSG00000172752,39,10,6,0
ENSG00000114735,996,590,1047,408
ENSG00000175166,6319,5150,6500,3775
ENSG00000114544,1456,1077,1530,974
ENSG00000154928,8,1,18,6
ENSG00000163703,114,101,236,130
ENSG00000114166,1042,833,1435,938
ENSG00000134108,2931,3129,3705,2694
ENSG00000163376,20,14,47,9
ENSG00000157087,0,1,0,2
ENSG00000114520,568,521,576,443
ENSG00000163900,440,461,642,454
ENSG00000145012,7815,8257,9178,6578
ENSG00000144647,1516,1573,1367,782
ENSG00000184203,1030,996,1443,1026
ENSG00000055955,4,6,4,2
ENSG00000175928,14,2,62,6
ENSG00000122068,2078,1936,2289,1595
ENSG00000198218,49,73,74,32
ENSG00000185313,0,4,2,2
ENSG00000121440,5069,5565,5201,2905
ENSG00000168237,69,76,69,39
ENSG00000145022,945,1108,1094,832
ENSG00000164091,4476,3854,4750,2855
ENSG00000206384,5632,1816,2246,1084
ENSG00000173200,27,31,41,15
ENSG00000082701,2628,2171,2980,1833
ENSG00000168779,367,294,197,101
ENSG00000164050,3943,5955,5709,4779
ENSG00000144771,1,0,3,0
ENSG00000114391,4989,4346,5098,2651
ENSG00000155903,1422,1195,1321,1088
ENSG00000073711,1286,914,1617,732
ENSG00000134107,910,340,478,134
ENSG00000138496,2228,1349,2137,956
ENSG00000170876,4772,5682,5925,3945
ENSG00000163377,0,1,0,0
ENSG00000174007,129,131,132,97
ENSG00000065534,22688,21390,37238,19551
ENSG00000174928,10,9,32,39
ENSG00000163681,1572,1358,1932,1960
ENSG00000188315,176,141,160,169
ENSG00000180376,346,319,470,302
ENSG00000160746,1749,2128,2382,1749
ENSG00000010319,2,0,4,0
ENSG00000187527,0,1,0,0
ENSG00000004838,15,11,23,4
ENSG00000131375,1292,1014,1542,883
ENSG00000153558,283,290,526,263
ENSG00000197584,0,2,0,0
ENSG00000010282,2,0,0,0
ENSG00000088538,27,19,60,17
ENSG00000114021,692,912,836,702
ENSG00000163832,462,337,565,268
ENSG00000214160,546,594,617,426
ENSG00000155893,819,376,887,318
ENSG00000121879,1339,1518,1381,1308
ENSG00000134072,131,118,175,85
ENSG00000114378,42,29,65,20
ENSG00000068028,1238,1389,1210,1003
ENSG00000174004,21,9,18,8
ENSG00000174738,3110,1274,2527,1437
ENSG00000177842,42,24,37,23
ENSG00000181555,2677,2291,3205,1811
ENSG00000163611,70,43,82,37
ENSG00000170011,3,3,6,17
ENSG00000044524,69,43,65,78
ENSG00000163689,87,50,101,51
ENSG00000144815,1741,1391,2045,1270
ENSG00000157093,0,0,0,0
ENSG00000078070,522,718,792,649
ENSG00000178038,62,23,95,16
ENSG00000114302,1969,1954,2123,1372
ENSG00000181788,766,806,767,552
ENSG00000127252,0,3,3,2
ENSG00000163710,781,417,2538,1378
ENSG00000163913,682,672,828,520
ENSG00000134086,1034,942,1016,695
ENSG00000067560,8977,8346,12001,8719
ENSG00000169981,246,287,308,202
ENSG00000163947,1310,561,1653,531
ENSG00000169255,422,270,490,373
ENSG00000132170,553,1298,490,478
ENSG00000090530,103,64,242,124
ENSG00000181092,0,0,0,0
ENSG00000213186,70,64,68,58
ENSG00000173950,970,798,1038,467
ENSG00000114279,0,2,0,2
ENSG00000175066,1016,1459,1047,1228
ENSG00000041880,660,655,759,378
ENSG00000171135,811,921,962,750
ENSG00000136521,718,641,996,686
ENSG00000144820,0,0,1,0
ENSG00000163428,1952,1865,1773,1438
ENSG00000169908,684,1920,1328,1644
ENSG00000197415,317,477,1205,943
ENSG00000152580,19563,5905,21822,6038
ENSG00000185798,187,174,231,119
ENSG00000180834,9,5,4,2
ENSG00000198836,1603,1512,1952,1377
ENSG00000172215,21,6,7,4
ENSG00000158092,1109,948,1147,718
ENSG00000163823,30,6,60,8
ENSG00000118849,4607,4022,8745,6943
ENSG00000163576,65,21,130,74
ENSG00000145192,0,0,0,0
ENSG00000163923,205,186,236,117
ENSG00000163659,641,734,696,578
ENSG00000014257,16,12,42,9
ENSG00000129810,8,4,15,7
ENSG00000172780,59,40,59,45
ENSG00000114638,0,0,0,0
ENSG00000145113,1,3,5,1
ENSG00000154813,1324,1591,1663,1360
ENSG00000056736,90,31,86,22
ENSG00000163705,0,0,0,0
ENSG00000090520,774,663,948,530
ENSG00000033867,4662,2203,6414,2189
ENSG00000183873,99,58,278,536
ENSG00000181789,5061,4630,6065,3399
ENSG00000163634,619,629,775,529
ENSG00000178252,5856,4166,5200,2398
ENSG00000163781,1152,1172,1207,865
ENSG00000163961,674,693,621,466
ENSG00000168314,0,0,0,0
ENSG00000173175,69,46,102,68
ENSG00000175093,0,0,0,0
ENSG00000121807,0,0,0,0
ENSG00000174173,410,425,463,355
ENSG00000114120,3948,3971,4478,2848
ENSG00000163807,1516,1096,1599,1079
ENSG00000164049,0,10,1,8
ENSG00000163754,1631,1847,1893,1406
ENSG00000114251,8311,4934,10571,3565
ENSG00000213139,57,50,89,57
ENSG00000196549,12987,9968,19702,10020
ENSG00000144648,24,58,31,76
ENSG00000121864,808,684,726,469
ENSG00000163638,61,57,36,28
ENSG00000153767,383,355,426,275
ENSG00000170266,3019,2615,3627,2175
ENSG00000138472,0,0,0,0
ENSG00000151090,626,760,634,575
ENSG00000241186,0,0,0,0
ENSG00000188729,0,0,18,8
ENSG00000114859,82,76,102,34
ENSG00000170275,14366,13168,14787,9094
ENSG00000144802,430,692,684,434
ENSG00000239388,6,7,6,7
ENSG00000163378,1374,2985,2029,2973
ENSG00000151276,846,750,989,737
ENSG00000114125,1060,1144,1088,814
ENSG00000132394,330,267,331,146
ENSG00000114416,3347,2867,4111,2549
ENSG00000168329,0,10,4,0
ENSG00000073849,50,29,78,56
ENSG00000157445,217,128,197,70
ENSG00000168374,7306,6910,9078,6444
ENSG00000114487,0,0,0,0
ENSG00000182606,2156,1674,2865,1553
ENSG00000174776,0,0,0,0
ENSG00000114698,2874,3390,3963,3329
ENSG00000172939,1801,1984,1981,1610
ENSG00000156976,9495,8157,11530,5886
ENSG00000118017,6,16,30,16
ENSG00000160791,2,0,9,2
ENSG00000065518,796,580,999,485
ENSG00000134109,2032,1769,2009,1586
ENSG00000145050,1194,1205,1215,698
ENSG00000163935,197,155,209,119
ENSG00000163885,0,0,0,0
ENSG00000176040,0,0,2,0
ENSG00000004399,5990,6147,5332,2484
ENSG00000160124,116,87,154,87
ENSG00000181458,2135,1639,2061,1141
ENSG00000156931,1137,756,1325,630
ENSG00000214021,1776,1483,2380,1127
ENSG00000065485,818,592,875,488
ENSG00000174748,20637,18376,22567,12669
ENSG00000072858,7,4,14,0
ENSG00000114439,3698,3651,4469,3054
ENSG00000163902,4706,4575,5381,3534
ENSG00000179934,2,0,0,0
ENSG00000184378,89,153,213,98
ENSG00000169064,0,0,0,0
ENSG00000114200,79,73,136,42
ENSG00000157103,0,0,0,0
ENSG00000144713,10836,10375,10255,5271
ENSG00000181585,0,0,4,2
ENSG00000163320,4047,4156,4020,3278
ENSG00000058056,362,422,469,434
ENSG00000164088,1155,926,1138,629
ENSG00000169814,1201,855,1487,918
ENSG00000177479,1893,1822,2477,1391
ENSG00000114268,259,137,213,80
ENSG00000213672,657,565,987,496
ENSG00000188338,4,0,0,0
ENSG00000113810,1097,753,1286,549
ENSG00000114670,355,133,329,67
ENSG00000171148,2213,2369,2583,1565
ENSG00000114541,5,1,5,3
ENSG00000163814,351,224,436,245
ENSG00000085274,519,442,582,268
ENSG00000181847,0,0,0,0
ENSG00000157150,144,1095,113,622
ENSG00000198643,0,0,0,0
ENSG00000144642,2029,2249,2608,2122
ENSG00000157005,9,5,42,0
ENSG00000091527,6237,9132,8389,8194
ENSG00000144909,589,509,675,376
ENSG00000120742,3688,3195,4083,2411
ENSG00000160799,283,298,332,165
ENSG00000187715,0,0,2,0
ENSG00000172969,0,4,2,3
ENSG00000069849,2245,2480,3227,2143
ENSG00000163946,2557,2335,3540,2273
ENSG00000121594,2,2,10,3
ENSG00000114646,10,0,10,2
ENSG00000073111,222,115,236,85
ENSG00000244405,622,658,827,902
ENSG00000182580,1352,561,1000,175
ENSG00000175077,0,0,2,0
ENSG00000144550,2,0,5,0
ENSG00000075420,6724,8994,7876,7406
ENSG00000144893,114,54,117,42
ENSG00000175040,711,396,616,315
ENSG00000182247,1076,781,1671,1152
ENSG00000164086,746,752,607,334
ENSG00000179564,0,0,2,0
ENSG00000173890,52,53,43,26
ENSG00000196542,0,0,0,0
ENSG00000173226,447,367,545,275
ENSG00000187098,2310,2525,2075,1743
ENSG00000185008,136,76,241,58
ENSG00000144596,18,0,30,5
ENSG00000173402,4359,4112,6815,4454
ENSG00000153551,196,190,274,145
ENSG00000055957,0,0,0,0
ENSG00000075975,662,830,697,489
ENSG00000144848,793,631,795,486
ENSG00000163530,0,0,0,0
ENSG00000145014,519,298,546,268
ENSG00000284862,30,27,49,40
ENSG00000170893,2,0,0,0
ENSG00000144843,135,166,209,173
ENSG00000093183,2052,2703,2118,2114
ENSG00000227124,211,129,183,103
ENSG00000163380,15,12,12,10
ENSG00000145087,0,0,0,0
ENSG00000242120,0,0,0,0
ENSG00000157036,414,466,498,533
ENSG00000113838,250,216,283,195
ENSG00000085276,2241,1854,2902,1708
ENSG00000163347,6,0,10,2
ENSG00000131381,871,648,1144,747
ENSG00000164081,1361,1583,1407,1007
ENSG00000114450,1810,2504,1553,2051
ENSG00000168297,2275,2113,2558,1020
ENSG00000114745,1541,1971,1758,1415
ENSG00000172765,958,788,1157,621
ENSG00000198843,1621,1567,1963,1326
ENSG00000114554,4935,3848,6111,3124
ENSG00000144712,367,291,577,296
ENSG00000134115,0,2,3,3
ENSG00000180432,0,0,2,4
ENSG00000182504,350,286,453,247
ENSG00000175182,501,577,464,310
ENSG00000163406,19,4,17,11
ENSG00000012171,2390,1208,2979,820
ENSG00000183977,6,0,4,0
ENSG00000206561,115,29,173,23
ENSG00000132155,1879,2785,2064,1821
ENSG00000079257,2730,1130,2422,576
ENSG00000145191,840,873,970,550
ENSG00000003756,3393,2531,3817,1961
ENSG00000114737,126,91,96,61
ENSG00000013293,535,44,851,108
ENSG00000131389,2030,399,3393,437
ENSG00000177707,3338,3272,4462,3199
ENSG00000206527,834,847,905,934
ENSG00000144645,285,223,289,96
ENSG00000091513,12,7,18,6
ENSG00000172771,9,5,14,4
ENSG00000163762,0,0,0,0
ENSG00000114503,2694,2326,2981,1710
ENSG00000272573,0,6,1,0
ENSG00000205981,389,412,455,371
ENSG00000121797,0,0,0,0
ENSG00000168827,1498,1274,1681,1089
ENSG00000134070,94,33,106,24
ENSG00000163964,292,325,339,206
ENSG00000144674,4652,3965,5250,2992
ENSG00000161217,3408,3449,4576,2691
ENSG00000211456,1393,1446,1476,1071
ENSG00000168268,1176,1381,1313,698
ENSG00000114446,1113,924,1352,810
ENSG00000136603,1379,1101,2046,1033
ENSG00000159685,135,99,196,95
ENSG00000176095,2637,2371,2784,2053
ENSG00000198471,2,2,0,0
ENSG00000136527,2307,2012,2723,1352
ENSG00000174611,2,2,5,0
ENSG00000072274,6726,6231,6766,4816
ENSG00000163430,69344,139798,114881,111841
ENSG00000206562,616,484,768,396
ENSG00000178149,589,508,588,251
ENSG00000186792,45,75,113,89
ENSG00000225526,7,13,3,7
ENSG00000225697,437,657,400,351
ENSG00000144560,972,1040,1066,534
ENSG00000145020,4,10,17,8
ENSG00000068885,1247,867,1471,856
ENSG00000119231,1081,1089,1422,1019
ENSG00000144827,730,408,783,350
ENSG00000176542,1688,1253,1654,917
ENSG00000138246,4639,4045,7159,3831
ENSG00000183763,45,29,47,16
ENSG00000121577,20,18,36,18
ENSG00000197548,683,543,823,350
ENSG00000151093,251,224,260,105
ENSG00000196345,223,129,236,85
ENSG00000164053,199,260,237,130
ENSG00000113805,581,392,1148,619
ENSG00000184500,1965,1753,1847,1427
ENSG00000007402,39,30,25,38
ENSG00000178035,76,76,63,52
ENSG00000164048,452,300,565,206
ENSG00000114853,3346,5115,3461,3174
ENSG00000114744,877,952,1079,738
ENSG00000163938,701,657,814,419
ENSG00000144749,1479,1357,1543,665
ENSG00000185909,920,913,1041,687
ENSG00000161204,968,856,1280,613
ENSG00000188582,4,2,13,2
ENSG00000090512,1,0,0,0
ENSG00000073803,389,395,505,368
ENSG00000179021,907,686,980,585
ENSG00000113966,276,260,330,211
ENSG00000131378,2116,1922,1949,1622
ENSG00000214706,357,367,502,225
ENSG00000163904,1242,1096,1312,1025
ENSG00000118855,4576,3053,4506,2652
ENSG00000074416,6004,8035,9967,5393
ENSG00000206557,0,2,0,0
ENSG00000181631,0,0,0,0
ENSG00000187118,205,233,183,179
ENSG00000016391,289,39,295,47
ENSG00000144840,663,566,823,500
ENSG00000173531,197,223,243,117
ENSG00000157020,2352,2011,2712,1171
ENSG00000239732,0,0,0,0
ENSG00000185621,360,245,515,231
ENSG00000172037,17883,10736,27327,12622
ENSG00000145088,11,2,5,0
ENSG00000179407,0,0,0,0
ENSG00000170293,19,21,24,12
ENSG00000075711,1656,1493,1943,1418
ENSG00000169379,325,336,369,299
ENSG00000177311,8193,7312,7013,4207
ENSG00000168917,343,498,396,414
ENSG00000138468,562,294,843,289
ENSG00000119227,399,478,303,222
ENSG00000163714,2488,1973,2998,1565
ENSG00000164080,1109,967,1222,878
ENSG00000066422,1024,578,1102,565
ENSG00000173706,15288,20192,27751,20603
ENSG00000168036,8490,7725,8624,5505
ENSG00000163508,0,2,2,0
ENSG00000206559,29,30,50,18
ENSG00000070476,932,995,1050,759
ENSG00000093167,2272,3534,2894,3025
ENSG00000114805,0,1,7,1
ENSG00000114790,85,81,78,88
ENSG00000145029,8,6,2,1
ENSG00000174844,0,1,9,3
ENSG00000255154,4,4,7,2
ENSG00000114771,5,6,4,8
ENSG00000186448,1080,750,1180,585
ENSG00000187068,14,11,33,26
ENSG00000173540,185,216,158,70
ENSG00000154917,73,59,109,51
ENSG00000133657,6401,5901,7058,5205
ENSG00000152952,3305,2044,4082,1417
ENSG00000114867,10701,11095,12954,7767
ENSG00000131370,600,377,641,159
ENSG00000114113,2,1,5,1
ENSG00000169964,741,693,770,502
ENSG00000113905,0,0,0,0
ENSG00000145198,2,3,0,0
ENSG00000163820,9484,4793,8385,4093
ENSG00000136514,162,78,173,83
ENSG00000248487,166,144,160,79
ENSG00000170142,1125,737,1304,549
ENSG00000179152,1036,720,1138,739
ENSG00000174840,921,926,898,688
ENSG00000073282,0,0,0,0
ENSG00000163939,2893,2350,2732,1694
ENSG00000163507,200,161,241,123
ENSG00000136068,2837,2743,3527,2152
ENSG00000177494,6,7,2,4
ENSG00000163930,2406,2213,2440,1462
ENSG00000187091,1040,860,1099,670
ENSG00000186329,0,0,0,0
ENSG00000173889,2420,2075,2836,1485
ENSG00000168334,6,4,2,0
ENSG00000114648,639,554,814,428
ENSG00000145041,890,951,920,715
ENSG00000127241,11562,8027,17058,9272
ENSG00000163513,10426,26075,15468,26729
ENSG00000161203,11355,11509,13576,8050
ENSG00000023330,1423,1122,1498,709
ENSG00000163825,0,0,2,0
ENSG00000206531,0,0,0,3
ENSG00000144857,1458,2374,2358,1921
ENSG00000172995,0,1,0,0
ENSG00000163815,70,39,404,197
ENSG00000163389,364,383,420,352
ENSG00000172986,1742,484,2621,449
ENSG00000051382,454,386,569,476
ENSG00000058063,2077,2553,2684,1970
ENSG00000114767,200,351,173,212
ENSG00000185219,1476,927,1765,665
ENSG00000178075,26,38,47,47
ENSG00000082781,10351,8515,13274,7260
ENSG00000144681,413,371,429,288
ENSG00000114455,0,0,0,0
ENSG00000144730,2077,1248,3035,864
ENSG00000182568,1708,1036,2047,938
ENSG00000173230,8309,6271,12016,5794
ENSG00000144644,49,4,57,6
ENSG00000114631,78,60,63,17
ENSG00000083937,1108,1100,1561,1056
ENSG00000011198,1552,3904,2107,2905
ENSG00000144659,632,639,659,499
ENSG00000150995,4323,3876,3926,2851
ENSG00000114395,15,5,13,5
ENSG00000188958,32,31,66,26
ENSG00000213123,19,29,29,31
ENSG00000175110,526,453,681,326
ENSG00000114573,3767,2871,3622,2102
ENSG00000247596,1046,965,834,461
ENSG00000164045,32,22,43,17
ENSG00000114902,1536,1353,1696,1278
ENSG00000173905,4120,2800,4671,2329
ENSG00000163536,38,45,124,79
ENSG00000144824,3555,2430,4456,1829
ENSG00000180353,6,6,2,1
ENSG00000175697,15,6,10,2
ENSG00000206199,0,0,0,0
ENSG00000114757,13,5,21,14
ENSG00000092345,1,0,0,1
ENSG00000170248,6621,5948,8187,4956
ENSG00000114861,1932,1419,2161,1229
ENSG00000162267,2,8,0,25
ENSG00000114316,1865,1592,2343,1756
ENSG00000160796,264,309,311,149
ENSG00000169855,3680,1854,3905,1086
ENSG00000144895,2088,1643,2282,1188
ENSG00000091181,0,0,0,0
ENSG00000043093,1099,966,1120,791
ENSG00000066405,13,22,27,5
ENSG00000157014,601,596,443,403
ENSG00000172113,736,669,784,401
ENSG00000172667,9802,6738,10999,4356
ENSG00000240682,448,410,390,273
ENSG00000163630,0,0,0,0
ENSG00000196277,0,0,0,0
ENSG00000114739,226,138,189,142
ENSG00000168386,4850,3100,8963,2476
ENSG00000174963,0,0,0,0
ENSG00000183833,8,6,7,4
ENSG00000186001,2137,2104,2458,1460
ENSG00000169704,0,0,0,0
ENSG00000168038,126,172,168,120
ENSG00000060971,677,698,849,490
ENSG00000114854,5,3,6,4
ENSG00000154175,8744,7921,7594,4582
ENSG00000180611,158,218,227,148
ENSG00000121858,485,210,1008,327
ENSG00000017260,3866,2826,4296,2562
ENSG00000163637,685,709,723,516
ENSG00000138463,540,431,554,445
ENSG00000114626,1458,1773,1622,1310
ENSG00000163872,2403,1973,2222,1360
ENSG00000179796,0,0,0,0
ENSG00000114204,0,0,0,0
ENSG00000090534,36,39,68,35
ENSG00000121552,78,61,150,58
ENSG00000144908,0,7,0,9
ENSG00000163605,20,9,24,6
ENSG00000240747,0,0,0,0
ENSG00000173473,2740,1921,2409,1391
ENSG00000076201,2289,2164,2384,1346
ENSG00000144655,185,180,122,89
ENSG00000068745,1700,1142,2054,945
ENSG00000163785,2635,2261,2785,1679
ENSG00000244607,11,20,15,1
ENSG00000168026,173,140,158,83
ENSG00000196639,1836,1012,1837,578
ENSG00000114115,57,36,52,1
ENSG00000174640,0,2,2,0
ENSG00000144559,201,181,265,124
ENSG00000161267,73,166,86,72
ENSG00000144746,9212,10317,10537,9499
ENSG00000144868,0,0,0,0
ENSG00000114331,3614,2653,3980,2294
ENSG00000163959,125,109,230,97
